Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted,MntTotal
3,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,0,43,3233.0866019844907,3,1,956
2,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,45,3861.0866019844907,2,0,606
3,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,76,3732.0866019844907,2,0,2133
4,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,64,3801.0866019844907,2,3,913
2,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,71,3547.0866019844907,1,1,54
2,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,43,3445.0866019844907,4,0,453
2,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,60,3652.0866019844907,2,0,208
3,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,59,3727.0866019844907,1,1,534
4,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,67,3203.0866019844907,3,0,1246
1,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,56,3816.0866019844907,2,0,1655
2,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,48,3686.0866019844907,2,0,2207
2,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,53,3399.0866019844907,3,0,84
3,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,51,3400.0866019844907,3,0,903
2,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,65,3662.0866019844907,3,0,60
2,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,70,3728.0866019844907,4,0,198
4,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,77,3438.0866019844907,1,0,1773
2,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,63,3651.0866019844907,2,3,2565
3,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,45,3439.0866019844907,4,0,869
3,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,50,3300.0866019844907,3,0,97
2,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,64,3453.0866019844907,3,0,566
2,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,0,49,3666.0866019844907,4,1,1650
2,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,49,3651.0866019844907,2,0,2082
2,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,40,3458.0866019844907,2,0,75
2,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,1,49,3637.0866019844907,2,0,60
2,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,46,3231.0866019844907,1,0,910
3,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,66,3712.0866019844907,3,0,1253
4,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,35,3420.0866019844907,2,0,1907
4,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,51,3250.0866019844907,3,0,871
2,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,45,3311.0866019844907,4,0,27
2,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,67,3784.0866019844907,1,0,638
2,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,49,3294.0866019844907,3,0,1411
1,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,43,3503.0866019844907,3,0,63
4,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,1,41,3622.0866019844907,1,2,2648
2,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,49,3527.0866019844907,3,0,62
2,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,60,3216.0866019844907,1,1,1041
2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,58,3639.0866019844907,2,0,192
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,62,3605.0866019844907,3,4,3449
1,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,62,3641.0866019844907,2,0,2328
2,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,67,3620.0866019844907,5,2,2895
2,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,59,3735.0866019844907,4,0,58
4,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,63,3616.0866019844907,2,0,2342
2,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,37,3322.0866019844907,3,0,25
4,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,45,3421.0866019844907,3,0,73
2,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,29,3859.0866019844907,1,0,1031
4,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,54,3622.0866019844907,4,0,963
1,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,41,3472.0866019844907,3,0,52
2,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,54,3702.0866019844907,4,0,64
2,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,65,3659.0866019844907,3,0,1379
3,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,49,3632.0866019844907,2,0,576
2,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,41,3846.0866019844907,1,0,2196
1,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,41,3564.0866019844907,2,0,77
2,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,44,3302.0866019844907,2,1,1240
2,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,71,3530.0866019844907,4,0,94
2,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,47,3779.0866019844907,3,0,381
2,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,33,3250.0866019844907,2,0,94
2,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,40,3798.0866019844907,3,0,72
1,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,61,3539.0866019844907,2,0,1428
2,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,51,3369.0866019844907,2,3,2733
1,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,30,3840.0866019844907,1,0,1950
3,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,65,3754.0866019844907,2,0,1311
2,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,58,3451.0866019844907,2,0,299
2,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,41,3617.0866019844907,4,0,61
2,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,47,3583.0866019844907,2,0,592
4,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,67,3371.0866019844907,3,0,928
1,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,64,3802.0866019844907,2,2,2409
4,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,0,55,3236.0866019844907,4,1,59
4,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,47,3306.0866019844907,3,2,854
2,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,42,3656.0866019844907,2,0,1445
3,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,48,3319.0866019844907,3,0,75
2,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,36,3697.0866019844907,4,0,1101
2,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,55,3835.0866019844907,4,0,67
1,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,32,3622.0866019844907,2,1,1662
2,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,52,3356.0866019844907,3,0,53
3,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,52,3336.0866019844907,4,0,459
2,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,34,3738.0866019844907,2,0,15
1,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,32,3835.0866019844907,3,0,387
1,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,46,3396.0866019844907,2,0,457
4,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,48,3585.0866019844907,3,0,644
3,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,55,3662.0866019844907,2,0,668
3,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,35,3480.0866019844907,3,0,16
2,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,43,3621.0866019844907,3,0,607
2,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,42,3822.0866019844907,3,0,73
4,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,38,3476.0866019844907,2,2,3035
2,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,62,3376.0866019844907,2,1,1510
2,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,45,3220.0866019844907,3,0,49
1,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,40,3288.0866019844907,3,0,230
3,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,43,3468.0866019844907,3,0,1551
2,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,68,3487.0866019844907,2,3,2446
3,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,50,3566.0866019844907,3,0,974
2,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,38,3702.0866019844907,3,0,185
3,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,65,3287.0866019844907,1,0,1613
1,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,43,3730.0866019844907,3,0,140
2,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,49,3341.0866019844907,2,1,92
2,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,46,3823.0866019844907,3,0,95
2,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,46,3543.0866019844907,3,0,25
1,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,40,3212.0866019844907,4,0,77
4,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,49,3857.0866019844907,1,0,3013
4,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,51,3564.0866019844907,2,0,2907
4,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,68,3782.0866019844907,4,0,452
2,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,62,3402.0866019844907,4,0,103
2,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,59,3656.0866019844907,4,0,794
3,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,43,3397.0866019844907,1,0,2133
2,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,48,3707.0866019844907,3,1,118
3,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,56,3861.0866019844907,3,0,558
2,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,38,3368.0866019844907,2,0,1258
0,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,30,3262.0866019844907,2,0,14
4,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,78,3715.0866019844907,1,1,1339
4,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,49,3766.0866019844907,2,0,1964
2,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,65,3528.0866019844907,3,0,1113
2,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,63,3359.0866019844907,2,0,2394
4,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,47,3524.0866019844907,3,0,595
2,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,35,3452.0866019844907,2,0,91
2,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,63,3710.0866019844907,2,0,1111
2,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,51,3519.0866019844907,2,0,374
2,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,54,3552.0866019844907,2,0,1101
2,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,48,3409.0866019844907,2,0,590
2,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,52,3664.0866019844907,5,0,433
2,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,44,3283.0866019844907,1,0,1917
2,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,60,3422.0866019844907,1,1,1913
2,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,50,3411.0866019844907,2,0,33
2,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,47,3378.0866019844907,3,0,96
4,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,35,3313.0866019844907,2,0,301
4,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,55,3567.0866019844907,1,0,2057
2,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,29,3436.0866019844907,2,0,1824
4,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,58,3722.0866019844907,2,0,2151
3,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,49,3552.0866019844907,3,0,241
2,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,1,27,3775.0866019844907,1,1,2760
2,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,67,3616.0866019844907,2,0,1374
3,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,61,3387.0866019844907,2,0,1742
4,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,39,3528.0866019844907,2,2,3397
1,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,67,3426.0866019844907,2,0,506
4,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,67,3609.0866019844907,1,1,2610
4,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,66,3279.0866019844907,4,2,84
2,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,28,3640.0866019844907,1,0,1543
3,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,52,3723.0866019844907,2,0,110
4,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,73,3258.0866019844907,4,0,81
2,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,35,3244.0866019844907,3,1,2573
3,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,42,3869.0866019844907,2,0,540
2,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,43,3341.0866019844907,2,1,1521
1,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,39,3383.0866019844907,1,1,2923
2,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,28,3258.0866019844907,1,0,1502
4,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,45,3426.0866019844907,3,0,2176
4,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,47,3284.0866019844907,2,0,1584
2,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,32,3341.0866019844907,2,0,156
4,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,70,3888.0866019844907,2,1,1785
0,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,32,3756.0866019844907,3,0,33
2,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,69,3240.0866019844907,1,0,1036
4,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,50,3237.0866019844907,3,0,72
2,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,50,3450.0866019844907,2,0,1314
4,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,51,3605.0866019844907,3,1,3082
2,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,50,3552.0866019844907,2,0,1150
4,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,46,3526.0866019844907,2,0,1399
1,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,69,3586.0866019844907,3,0,1600
4,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,59,3546.0866019844907,3,0,1242
2,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,38,3599.0866019844907,1,1,1454
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,68,3684.0866019844907,2,3,3413
0,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,35,3756.0866019844907,1,0,73
4,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,34,3838.0866019844907,2,2,2416
1,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,39,3335.0866019844907,3,0,944
2,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,42,3474.0866019844907,3,0,440
2,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,44,3407.0866019844907,3,0,56
1,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,46,3838.0866019844907,2,0,1706
4,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,42,3252.0866019844907,3,0,52
4,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,0,45,3254.0866019844907,4,1,119
3,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,1,48,3718.0866019844907,3,0,250
4,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,50,3616.0866019844907,3,0,151
3,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,45,3251.0866019844907,4,0,84
4,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,45,3706.0866019844907,4,0,73
2,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,56,3777.0866019844907,3,0,590
2,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,69,3883.0866019844907,2,0,957
2,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,48,3255.0866019844907,4,0,165
4,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,64,3630.0866019844907,2,0,628
2,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,54,3848.0866019844907,2,0,1640
4,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,59,3255.0866019844907,2,0,1070
3,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,52,3748.0866019844907,3,0,78
4,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,46,3460.0866019844907,3,0,229
2,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,41,3206.0866019844907,4,0,328
2,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,62,3492.0866019844907,3,0,925
2,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,48,3516.0866019844907,2,2,2471
2,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,48,3827.0866019844907,3,0,136
4,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,47,3644.0866019844907,3,0,37
2,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,41,3826.0866019844907,3,0,848
2,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,33,3349.0866019844907,2,0,1632
4,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,53,3730.0866019844907,5,0,140
1,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,33,3796.0866019844907,3,0,108
1,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,62,3426.0866019844907,2,0,721
3,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,50,3825.0866019844907,2,0,2393
2,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,59,3348.0866019844907,2,0,1244
3,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,62,3899.0866019844907,2,1,3116
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,56,3463.0866019844907,5,0,703
2,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,69,3379.0866019844907,4,0,124
2,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,0,67,3492.0866019844907,3,1,1814
1,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,61,3554.0866019844907,3,0,35
2,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,56,3209.0866019844907,1,0,8
3,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,42,3528.0866019844907,2,0,76
2,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,43,3460.0866019844907,2,0,1737
2,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,71,3520.0866019844907,2,2,2089
4,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,47,3514.0866019844907,3,0,689
4,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,43,3418.0866019844907,2,0,2931
2,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,52,3449.0866019844907,2,3,3880
1,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,45,3615.0866019844907,1,0,1626
4,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,65,3202.0866019844907,3,0,72
2,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,67,3302.0866019844907,1,4,3085
1,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,49,3779.0866019844907,3,0,22
3,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,40,3869.0866019844907,3,1,966
2,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,32,3333.0866019844907,2,0,1023
2,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,67,3209.0866019844907,3,0,174
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,26,3297.0866019844907,1,0,27
2,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,43,3434.0866019844907,2,1,2288
2,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,64,3326.0866019844907,4,0,104
2,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,48,3522.0866019844907,3,1,1320
2,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,65,3440.0866019844907,2,0,587
4,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,65,3859.0866019844907,2,2,686
4,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,34,3465.0866019844907,1,2,3186
1,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,1,40,3661.0866019844907,4,2,1073
2,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,34,3703.0866019844907,3,0,62
4,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,67,3610.0866019844907,3,0,520
2,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,67,3714.0866019844907,2,1,645
3,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,68,3803.0866019844907,3,0,1256
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,69,3615.0866019844907,2,1,2475
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,53,3356.0866019844907,4,1,83
4,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,58,3617.0866019844907,3,0,27
2,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,42,3875.0866019844907,3,3,3424
4,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,45,3371.0866019844907,3,0,197
2,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,43,3681.0866019844907,2,0,433
3,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,53,3859.0866019844907,3,0,166
3,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,50,3274.0866019844907,4,0,74
3,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,70,3273.0866019844907,2,0,496
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,56,3285.0866019844907,2,1,1998
2,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,52,3599.0866019844907,2,0,363
2,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,48,3744.0866019844907,3,0,52
2,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,45,3696.0866019844907,1,0,155
2,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,48,3212.0866019844907,3,0,124
4,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,47,3559.0866019844907,3,0,101
4,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,1,68,3684.0866019844907,5,0,2300
3,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,55,3207.0866019844907,3,0,132
2,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,43,3805.0866019844907,3,0,62
4,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,54,3649.0866019844907,3,0,903
2,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,43,3514.0866019844907,2,1,113
0,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,34,3718.0866019844907,2,0,84
4,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,63,3534.0866019844907,2,0,40
1,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,57,3804.0866019844907,3,0,2017
2,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,50,3567.0866019844907,2,1,1841
2,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,50,3730.0866019844907,1,0,2544
2,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,52,3206.0866019844907,2,0,1549
1,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,44,3725.0866019844907,3,0,60
2,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,48,3250.0866019844907,2,1,1716
2,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,41,3871.0866019844907,1,0,352
4,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,63,3325.0866019844907,4,0,88
3,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,49,3486.0866019844907,3,0,160
4,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,50,3293.0866019844907,3,1,117
2,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,68,3598.0866019844907,3,0,1014
2,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,0,62,3269.0866019844907,3,1,1107
2,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,67,3805.0866019844907,4,0,88
2,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,30,3851.0866019844907,1,0,251
2,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,59,3239.0866019844907,2,1,1325
2,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,35,3536.0866019844907,3,0,50
3,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,56,3826.0866019844907,2,0,202
3,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,55,3479.0866019844907,3,0,152
4,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,61,3461.0866019844907,3,0,1586
2,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,37,3795.0866019844907,3,0,572
2,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,0,55,3561.0866019844907,3,1,1229
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,56,3285.0866019844907,2,1,1998
4,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,0,0,55,3226.0866019844907,4,1,20
